id,system_number,label_id,description,executor,company,criticality,anomaly_id,date_start,date_end,datetime_start,datetime_end,adress_id,parent
73419651,00002851/21,11,"Крыльцо, ступеньки, дорожка к крыльцу очистить от наледи и посыпать реагентами.",Мастерский участок № 1 (Теплый Стан),ЖСК «ТЕПЛОСТАНЕЦ»,Обычная,1,2021-01-01 12:57,2021-01-01 13:02,,,2478,73419651
73419657,00002852/21,4,,"Мастерский участок № 4,5 (Марьина Роща)",ГБУ «ЖИЛИЩНИК РАЙОНА МАРЬИНА РОЩА»,Аварийная,3,2021-01-01 12:57,2021-01-01 13:14,,,1771,73419657
73419659,00002853/21,1,Под унитазом течь с трубы слива,Мастерский участок № 31 (Солнцево),ГБУ «ЖИЛИЩНИК РАЙОНА СОЛНЦЕВО»,Аварийная,1,2021-01-01 12:57,2021-01-01 15:22,,,2479,73419659
73419665,00002854/21,11,"Жители не могут выйти из подъездов, на всей дворовой территории гололед, не посыпано",Участок №2 (Марьино),ТСЖ «ЗАРЯ»,Обычная,2,2021-01-01 12:57,2021-01-01 14:15,,,2480,73419665
73419666,00002855/21,11,очистить от наледи и посыпать реагентами пешеходные дорожки вокруг дома. Очень скользко.,Мастерский участок № 5 (Митино),ГБУ «ЖИЛИЩНИК РАЙОНА МИТИНО»,Обычная,1,2021-01-01 12:57,2021-01-01 13:22,,,2481,73419666
73419673,00002856/21,3,На соединение отвода и батареи с двух сторон. В комнате.,Мастерский участок № 2 (Нагорный),ГБУ «ЖИЛИЩНИК НАГОРНОГО РАЙОНА»,Аварийная,1,2021-01-01 12:57,2021-01-01 14:02,,,2482,73419673
73419675,00002857/21,2,Непрерывно льется из бачка вода в унитаз. Не останавливается.,Мастерский участок № 3 (Нагатино-Садовники),ГБУ «ЖИЛИЩНИК РАЙОНА НАГАТИНО-САДОВНИКИ»,Обычная,1,2021-01-01 12:57,2021-01-01 15:00,,,2483,73419675
73419678,00002858/21,4,"В квартире заявителя,  в квартире соседей",Аварийная Служба (Зюзино),ГБУ «ЖИЛИЩНИК РАЙОНА ЗЮЗИНО»,Аварийная,1,2021-01-01 12:57,2021-01-01 13:49,,,2484,73419678
73419697,00002859/21,1,вода медленно уходит,Мастерский участок № 2 (Зябликово),ГБУ «ЖИЛИЩНИК РАЙОНА ЗЯБЛИКОВО»,Обычная,1,2021-01-01 12:58,2021-01-01 14:53,,,2485,73419697
73419707,00002860/21,15,не работает кнопка сброс западает,"ООО ""К-Сити""",ГБУ «ЖИЛИЩНИК ДМИТРОВСКОГО РАЙОНА»,Обычная,1,2021-01-01 12:58,2021-01-01 13:11,,,2486,73419707
73419709,00002861/21,11,"около подъезда, крыльцо, перед подъездом скользко посыпать реагентами",,ГБУ «ЖИЛИЩНИК РАЙОНА ТРОПАРЕВО-НИКУЛИНО»,Обычная,1,2021-01-01 12:58,2021-01-01 12:59,,,2487,73419709
73419710,00002862/21,2,Очень низкая температура горячей воды,"ПАО ""МОЭК"" ",ГБУ «ЖИЛИЩНИК РАЙОНА МАРЬИНО»,Обычная,1,2021-01-01 12:58,2021-01-01 19:55,,,2488,73419710
73419715,00002863/21,11,"На крыше балкона 5 этаж , кв 18  огромная глыба снега, увидела с улицы, в кв не живет",Мастерский участок №39 (Новогиреево),ГБУ «ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО»,Обычная,1,2021-01-01 12:58,2021-01-01 13:03,,,2489,73419715
73419723,00002864/21,2,"Стояк ГВС течет труба, перекрыть воду не могут.",Мастерский участок №2 (Восточное Бирюлево),ГБУ «ЖИЛИЩНИК РАЙОНА БИРЮЛЕВО ВОСТОЧНОЕ»,Аварийная,1,2021-01-01 12:58,2021-01-01 15:23,,,2490,73419723
73419726,00002865/21,2,На 1 этаже идет пар.,Мастерский участок №2 (Восточное Измайлово),ГБУ «ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО»,Аварийная,1,2021-01-01 12:58,2021-01-01 13:34,,,2463,73419726
73419732,00002866/21,10,На 6 этаже забит прочистить и убрать на площадке,Мастерский участок № 551 (Бутырский),ГБУ «ЖИЛИЩНИК БУТЫРСКОГО РАЙОНА»,Обычная,1,2021-01-01 12:58,2021-01-01 14:16,,,1098,73419732
73419737,00002867/21,11,подъезд 1 убрать кучу льда которая перед подъездом,ООО «БАМОС ТРЕЙД»,ООО «БАМОС ТРЕЙД»,Обычная,1,2021-01-01 12:59,2021-01-01 13:08,,,819,73419737
73419739,00002868/21,11,очень скользко при выходе из подъезда,Мастерский участок № 3 (Царицыно),ГБУ «ЖИЛИЩНИК РАЙОНА ЦАРИЦЫНО»,Обычная,2,2021-01-01 12:59,2021-01-01 12:59,,,2491,73419739
73419743,00002869/21,3,Уже неделю нету горячей воды в батарею на кухню,Мастерский участок № 1 (Обручевский),ГБУ «ЖИЛИЩНИК ОБРУЧЕВСКОГО РАЙОНА»,Обычная,1,2021-01-01 12:59,2021-01-01 13:42,,,2492,73419743
73419744,00002870/21,11,"Подъезд 7 ступеньки очистить от наледи, посыпать реагентами",Мастерский участок №6 (Южное Чертаново),ГБУ «ЖИЛИЩНИК РАЙОНА ЧЕРТАНОВО ЮЖНОЕ»,Обычная,1,2021-01-01 12:59,2021-01-01 13:20,,,2493,73419744
73419747,00002871/21,11,"Вдоль всего дома, тротуары около дома, площадки, очистить от наледи, посыпать реагентами",Мастерский участок № 1 (Лосиноостровский),ГБУ «ЖИЛИЩНИК ЛОСИНООСТРОВСКОГО РАЙОНА»,Обычная,1,2021-01-01 12:59,2021-01-01 13:08,,,2494,73419747
73419748,00002872/21,10,на 20 этаже забит ковш переполнен прочистить и убрать на площадке,Эксплуатационный участок № 1 (Ново-Переделкино),ГБУ «ЖИЛИЩНИК РАЙОНА НОВО-ПЕРЕДЕЛКИНО»,Обычная,1,2021-01-01 12:59,2021-01-01 13:28,,,2495,73419748
73419764,00002873/21,11,"Перед домом вместро тротуара каток. Наледь в почти в 1 см. Идти можно только по дороге. На тротуаре не песка не реагента не насыпано. Из подъезда выйти неаозможно, всё во льду",,ООО «ЕВРОТРЭВЭЛ 1»,Обычная,2,2021-01-01 12:59,2021-01-01 13:03,,,2496,73419764
73419768,00002874/21,11,апосыпать пешеходные дорожки до магазина и вдоль дома,Мастерский участок № 3 (Царицыно),ГБУ «ЖИЛИЩНИК РАЙОНА ЦАРИЦЫНО»,Обычная,1,2021-01-01 12:59,2021-01-01 13:00,,,2491,73419768
73419772,00002875/21,1,На кухне вода медленно уходит,Мастерский участок № 7 (Можайский),ГБУ «ЖИЛИЩНИК МОЖАЙСКОГО РАЙОНА»,Обычная,1,2021-01-01 12:59,2021-01-01 14:06,,,2497,73419772
73419774,00002876/21,11,"Около входа на площадку, посыпать реагентами",Мастерский участок № 1 (Лосиноостровский),ГБУ «ЖИЛИЩНИК ЛОСИНООСТРОВСКОГО РАЙОНА»,Обычная,1,2021-01-01 12:59,2021-01-01 13:09,,,2494,73419774
73419788,00002877/21,11,Лед на детской площадке,Эксплуатационный участок № 5 (Филёвский Парк),ГБУ «ЖИЛИЩНИК РАЙОНА ФИЛЕВСКИЙ ПАРК»,Обычная,3,2021-01-01 13:00,2021-01-01 13:17,,,2150,73419788
73419791,00002878/21,9,грузовой,"ООО ""СП ПРАКТИКА""",ГБУ «ЖИЛИЩНИК РАЙОНА ТЕПЛЫЙ СТАН»,Обычная,2,2021-01-01 13:00,2021-01-01 20:27,,,2499,73419791
73419793,00002879/21,2,Практически отсутствует напор холодной воды,Эксплуатационный участок № 1 (Ново-Переделкино),ГБУ «ЖИЛИЩНИК РАЙОНА НОВО-ПЕРЕДЕЛКИНО»,Обычная,1,2021-01-01 13:00,2021-01-01 14:03,,,2500,73419793
73419796,00002880/21,10,"На всех этажах  подъезда на площадке мусоропровода убрать мусор, на площадках подмести, помыть пол, убрать мусор",Мастерский участок № 3 (Очаково-Матвеевское),ГБУ «ЖИЛИЩНИК РАЙОНА ОЧАКОВО-МАТВЕЕВСКОЕ»,Обычная,1,2021-01-01 13:00,2021-01-01 15:50,,,2476,73419796
73419800,00002881/21,11,"Требуется очистить дорогу от льда, очень скользко",Мастерский участок № 29 (Даниловский),ГБУ «ЖИЛИЩНИК ДАНИЛОВСКОГО РАЙОНА»,Обычная,1,2021-01-01 13:00,2021-01-01 13:20,,,2501,73419800
73419801,00002882/21,4,"Во всем подъезде, только в подъезде нет света",Мастерский участок № 7 (Кунцево),ГБУ «ЖИЛИЩНИК РАЙОНА КУНЦЕВО»,Аварийная,1,2021-01-01 13:00,2021-01-01 14:52,,,2502,73419801
73419802,00002883/21,4,В маленькой комннате не горит свет,Эксплуатационный участок № 6 (Филёвский Парк),ГБУ «ЖИЛИЩНИК РАЙОНА ФИЛЕВСКИЙ ПАРК»,Обычная,1,2021-01-01 13:00,2021-01-01 15:58,,,2503,73419802
73419805,00002884/21,11,"Вдоль всего дома убрать сосульки, существует угроза жизни.","Мастерский участок №1,7 (Нагорный)",ГБУ «ЖИЛИЩНИК НАГОРНОГО РАЙОНА»,Обычная,1,2021-01-01 13:00,2021-01-01 14:03,,,2504,73419805
73419806,00002885/21,4,частично: нет тока в розетках нет освещения,Мастерский участок №1 (Гольяново),ГБУ «ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО»,Обычная,1,2021-01-01 13:00,2021-01-01 16:17,,,2505,73419806
73419808,00002886/21,4,в маленькой комнате нет освещения,Мастерский участок № 4 (Лефортово),ГБУ «ЖИЛИЩНИК РАЙОНА ЛЕФОРТОВО»,Обычная,1,2021-01-01 13:00,2021-01-01 15:49,,,2506,73419808
73419810,00002887/21,2,стояк ХВС,ООО «АРБАТ-СЕРВИС» УН»,ООО «АРБАТ-СЕРВИС» УН»,Обычная,1,2021-01-01 13:00,2021-01-01 16:55,,,2507,73419810
73419815,00002888/21,7,Очень тяжело открывается дверь в тамбуре на 1 этаже перед стальной уличной дверью,Мастерский участок №5 (Южное Чертаново),ГБУ «ЖИЛИЩНИК РАЙОНА ЧЕРТАНОВО ЮЖНОЕ»,Обычная,1,2021-01-01 13:00,2021-01-01 16:33,,,2508,73419815
73419819,00002889/21,1,Из ванной поднимается вода.,Мастерский участок №6 (Гольяново),ГБУ «ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО»,Обычная,1,2021-01-01 13:00,2021-01-01 15:14,,,2509,73419819
73419822,00002890/21,11,Не обходмио обработать пешеходные дорожки по Жулебинскому бульвару о т1 дома до 15 . Очень скользко.,,ГБУ «ЖИЛИЩНИК ВЫХИНО РАЙОНА «ВЫХИНО-ЖУЛЕБИНО»,Обычная,1,2021-01-01 13:00,2021-01-01 13:03,,,2510,73419822
73419823,00002891/21,9,Грузовой на 17 этаже стоит,АО «МОСЛИФТ»,ЖСК «МИТИНО-11»,Обычная,1,2021-01-01 13:00,2021-01-01 17:41,,,400,73419823
73419826,00002892/21,2,"Сильная  течь на стояке  ГВС  в ванной , соединение с полотенцесушителем.",Мастерский участок № 3 (Марьина Роща),ГБУ «ЖИЛИЩНИК РАЙОНА МАРЬИНА РОЩА»,Аварийная,1,2021-01-01 13:00,2021-01-01 14:08,,,2435,73419826
73419827,00002893/21,11,Вдоль всего дома гололед и на ступеньках подъездов,Мастерский участок №39 (Новогиреево),ГБУ «ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО»,Обычная,3,2021-01-01 13:00,2021-01-01 13:01,,,2511,73419827
73419828,00002894/21,2,ванная затопило,Мастерский участок № 3 (Гагаринский),ГБУ «ЖИЛИЩНИК ГАГАРИНСКОГО РАЙОНА»,Аварийная,2,2021-01-01 13:00,2021-01-01 15:55,,,2512,73419828
73419830,00002895/21,1,На кухне вода не уходит,Мастерский участок 10 (Тверской),ГБУ «ЖИЛИЩНИК РАЙОНА ТВЕРСКОЙ»,Обычная,2,2021-01-01 13:00,2021-01-01 13:07,,,2395,73419830
73419833,00002896/21,4,"Лопнула лампа на кухне , часть осталась в патроне.Ветеран просят сегодня исправить",Мастерский участок № 1 (Академический),ГБУ «ЖИЛИЩНИК РАЙОНА АКАДЕМИЧЕСКИЙ»,Обычная,1,2021-01-01 13:00,2021-01-01 14:09,,,2513,73419833
73419835,00002897/21,1,вода медленно уходит,Мастерский участок № 1 (Можайский),ГБУ «ЖИЛИЩНИК МОЖАЙСКОГО РАЙОНА»,Обычная,1,2021-01-01 13:00,2021-01-01 14:07,,,2514,73419835
73419840,00002898/21,15,Прошу Вас выдать код для домофона,"ООО ""Компания Альф""",ГБУ «ЖИЛИЩНИК РАЙОНА КОСИНО-УХТОМСКИЙ»,Обычная,1,2021-01-01 13:01,2021-01-01 13:11,,,2515,73419840
73419848,00002899/21,11,"Вдоль всего дома скользко, посыпать реагентами.","Мастерский участок №1,7 (Нагорный)",ГБУ «ЖИЛИЩНИК НАГОРНОГО РАЙОНА»,Обычная,4,2021-01-01 13:01,2021-01-01 15:02,,,2504,73419848
73419862,00002900/21,11,"на  ступеньках  гололед , очистить от наледи",ООО «РСУ №2 САО»,ООО «РСУ №2 САО»,Обычная,1,2021-01-01 13:01,2021-01-01 14:30,,,2516,73419862
73419865,00002901/21,4,На  5 этаже в приквартирном холле заменить  1 лампу,Мастерский участок № 4 (Котловка),ГБУ «ЖИЛИЩНИК РАЙОНА КОТЛОВКА»,Обычная,1,2021-01-01 13:01,2021-01-01 16:01,,,2517,73419865
73419890,00002902/21,2,из крана ГВС течет еле теплая вода и полотенцесушитель еле теплый,ООО «СЕВЕР-СТРОЙ»,ООО «СЕВЕР-СТРОЙ»,Обычная,1,2021-01-01 13:02,2021-01-01 13:35,,,995,73419890
73419891,00002903/21,8,"Дверь не открывется,  не может выйти из квартиры",Мастерский участок №3 (Вешняки),ГБУ «ЖИЛИЩНИК РАЙОНА ВЕШНЯКИ»,Обычная,1,2021-01-01 13:02,2021-01-01 13:10,,,2518,73419891
73419895,00002904/21,11,"Вдоль всего дома 95, крыльцо  и дорожки очистить от наледи посыпать реагентами","Мастерский участок № 1, 2 (Ломоносовский)",ГБУ «ЖИЛИЩНИК РАЙОНА ЛОМОНОСОВСКИЙ»,Обычная,2,2021-01-01 13:02,2021-01-01 16:12,,,2519,73419895
73419897,00002905/21,2,"Повторное обращение, ГВС появилась ночью, сейчас опять идет еле теплая вода.",Мастерский участок № 13 (Орехово-Борисово Северное),ГБУ «ЖИЛИЩНИК РАЙОНА ОРЕХОВО-БОРИСОВО СЕВЕРНОЕ»,Обычная,4,2021-01-01 13:02,2021-01-01 19:53,,,2520,73419897
73419899,00002906/21,9,"Единственный лифт стоит на 8 этаже, двери открыты",АО «МОСЛИФТ»,ГБУ «ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ТУШИНО»,Обычная,1,2021-01-01 13:02,2021-01-01 14:03,,,2521,73419899
73419900,00002907/21,11,Возле 4 подъезда сильный гололед,Мастерский участок №3 (Восточное Измайлово),ГБУ «ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО»,Обычная,1,2021-01-01 13:02,2021-01-01 13:49,,,2522,73419900
73419901,00002908/21,11,Житель просит очистить от льда вход в подъезд и посыпать реагентом,Отдел благоустройства (Бабушкинский),ГБУ «ЖИЛИЩНИК БАБУШКИНСКОГО РАЙОНА»,Обычная,1,2021-01-01 13:02,2021-01-01 13:32,,,69,73419901
73419902,00002909/21,10,на 1 и 2 этаже  помыть пол  и ступеньки от крови,ООО «РСУ №2 САО»,ООО «РСУ №2 САО»,Обычная,2,2021-01-01 13:02,2021-01-01 14:31,,,2516,73419902
73419906,00002910/21,3,во всей квартире батареи еле теплые стояк ЦО еле теплые,ООО «УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЛОСИНКА»,ООО «УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЛОСИНКА»,Обычная,1,2021-01-01 13:02,2021-01-02 07:13,,,2523,73419906
73419907,00002911/21,10,Рвота на площадке около мусоропровода,Мастерский участок № 2 (Северное Тушино),ГБУ «ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ТУШИНО»,Обычная,1,2021-01-01 13:02,2021-01-01 19:19,,,2524,73419907
73419909,00002912/21,4,В лифтовом холле на 14-м этаже моргает лампа освещения.,Мастерский участок № 1 (Кунцево),ГБУ «ЖИЛИЩНИК РАЙОНА КУНЦЕВО»,Обычная,2,2021-01-01 13:02,2021-01-01 16:47,,,2525,73419909
73419919,00002913/21,11,"Крыльцо, ступеньки, дорожка к крыльцу очистить от наледи и посыпать реагентами.",Мастерский участок № 2 (Северное Измайлово),ГБУ «ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО»,Обычная,1,2021-01-01 13:02,2021-01-01 13:37,,,2526,73419919
73419931,00002914/21,10,на 2 этаже забит,Мастерский участок № 8 (Южное Бутово),ГБУ «ЖИЛИЩНИК РАЙОНА ЮЖНОЕ БУТОВО»,Обычная,1,2021-01-01 13:02,2021-01-01 13:28,,,2527,73419931
73419935,00002915/21,11,"У всех подъездов по ул. Зверинецкая дом 34 и дом 32 ступеньки ,крыльцо ,дорожка к крыльцу скользко, посыпать реагентами.",ОАО «РЭУ-20 Р. «СОКОЛИНАЯ ГОРА»,ОАО «РЭУ-20 Р. «СОКОЛИНАЯ ГОРА»,Обычная,1,2021-01-01 13:03,2021-01-01 14:43,,,1716,73419935
73419940,00002916/21,11,"Ступеньки во льду и около подъезда, надо почистить",РЭУ-5 (Щукино),ГБУ «ЖИЛИЩНИК РАЙОНА ЩУКИНО»,Обычная,1,2021-01-01 13:03,2021-01-01 13:29,,,2528,73419940
73419944,00002917/21,3,Не работает батарея,Мастерский участок №2 (Сокольники),ГБУ «ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ»,Обычная,1,2021-01-01 13:03,2021-01-01 14:28,,,2529,73419944
73419952,00002918/21,11,"Тротуары и пешеходные дорожки во льду, необходимо сбить лед и обработать реагентами. Житель подвернул ногу.",Мастерский участок №3 (Восточное Бирюлево),ГБУ «ЖИЛИЩНИК РАЙОНА БИРЮЛЕВО ВОСТОЧНОЕ»,Обычная,4,2021-01-01 13:03,2021-01-01 13:33,,,2530,73419952
73419954,00002919/21,2,"Из крана ГВС течет еле теплая вода, полотенцесушитель еле теплый.",Мастерский участок №2 (Гольяново),ГБУ «ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО»,Обычная,1,2021-01-01 13:03,2021-01-01 14:27,,,2531,73419954
73419957,00002920/21,11,"Перед подъездом и улицы вдоль дома - каток! Невозможно ходить, три человека уже упали, поскользнувшись.",Мастерский участок № 2 (Котловка),ГБУ «ЖИЛИЩНИК РАЙОНА КОТЛОВКА»,Обычная,1,2021-01-01 13:03,2021-01-01 14:34,,,2532,73419957
73419971,00002921/21,2,В мусорокамере прорвало батарею отопления вода течет на улицу. просьба принять меры как можно скорее.,Мастерский участок №2 (Восточное Измайлово),ГБУ «ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО»,Аварийная,1,2021-01-01 13:04,2021-01-01 13:34,,,2533,73419971
73419972,00002922/21,1,в подъезде на 1 эт в холле  из подвала запах канализации,Мастерский участок № 5 (Коньково),ГБУ«ЖИЛИЩНИК РАЙОНА КОНЬКОВО»,Обычная,1,2021-01-01 13:04,2021-01-01 16:34,,,2534,73419972
73419975,00002923/21,1,Течь одной из систем канализации в общедомовой системе в ванной,ООО «УК ИНФОРМАТ»,ООО «УК ИНФОРМАТ»,Аварийная,1,2021-01-01 13:04,2021-01-01 14:31,,,2535,73419975
73419978,00002924/21,11,"Вдоль всего дома  и за домом по улице Зверинецкая дом 34 и дом 32 скользко, посыпать реагентами.",ОАО «РЭУ-20 Р. «СОКОЛИНАЯ ГОРА»,ОАО «РЭУ-20 Р. «СОКОЛИНАЯ ГОРА»,Обычная,4,2021-01-01 13:04,2021-01-01 14:43,,,1716,73419978
73419979,00002925/21,11,Почистить снег на крыше всего дома,Мастерский участок № 3 (Хамовники),ГБУ «ЖИЛИЩНИК РАЙОНА ХАМОВНИКИ»,Обычная,1,2021-01-01 13:04,2021-01-01 16:29,,,2536,73419979
73419981,00002926/21,11,"Вдоль всего дома скользко, посыпать реагентами.",Отдел  благоустройства (Ростокино),ГБУ «ЖИЛИЩНИК РАЙОНА РОСТОКИНО»,Обычная,2,2021-01-01 13:04,2021-01-01 14:20,,,2537,73419981
73419984,00002927/21,11,От дома возле 1 подъезда скользкий уклонит к дороги возле парковке. Посыпать реагентами,Мастерский участок № 3 (Зябликово),ЖСК «БАКУ»,Обычная,1,2021-01-01 13:04,2021-01-01 13:35,,,2538,73419984
73419985,00002928/21,1,Унитаз вода поднимается,Мастерский участок № 4 (Митино),ГБУ «ЖИЛИЩНИК РАЙОНА МИТИНО»,Аварийная,1,2021-01-01 13:04,2021-01-01 15:00,,,2539,73419985
73419988,00002929/21,8,не открывается на кнопки замка не реагирует,Мастерский участок №3 (Перово),ГБУ «ЖИЛИЩНИК РАЙОНА ПЕРОВО»,Обычная,1,2021-01-01 13:04,2021-01-01 13:46,,,2540,73419988
73419993,00002930/21,2,"Коридор,течь из кв. 103,житель кв.103 неадекватный,может не открыть дверь квартиры.",Мастерский участок № 4 (Ясенево),ГБУ «ЖИЛИЩНИК РАЙОНА ЯСЕНЕВО»,Аварийная,4,2021-01-01 13:04,2021-01-01 13:40,,,2541,73419993
73419995,00002931/21,2,"Течь с крыши. Была ранее составлена заявка, мастер пришел замотал скотчем трубу и ушёл, сказав, что все ремонтные работ будут проводиться после праздников, заявитель боится залить соседей",ООО «УК РЕМКОМПЛЕКТСТРОЙ»,ООО «УК РЕМКОМПЛЕКТСТРОЙ»,Обычная,1,2021-01-01 13:04,2021-01-01 13:44,,,1961,73419995
73419997,00002932/21,2,в обоих кранах горячая вода на кухне и в ванне,Мастерский участок № 7 (Ховрино),ГБУ «ЖИЛИЩНИК РАЙОНА ХОВРИНО»,Обычная,1,2021-01-01 13:04,2021-01-01 13:19,,,2542,73419997
73420000,00002933/21,4,в квартире заявителя нет электричества,Мастерский участок № 2 (Академический),ГБУ «ЖИЛИЩНИК РАЙОНА АКАДЕМИЧЕСКИЙ»,Аварийная,4,2021-01-01 13:04,2021-01-01 14:27,,,2543,73420000
73420001,00002934/21,4,на 1этаже в приквартирном холле заменить 2лампу доступ есть,Мастерский участок № 5 (Коньково),ГБУ«ЖИЛИЩНИК РАЙОНА КОНЬКОВО»,Обычная,1,2021-01-01 13:04,2021-01-01 14:49,,,2534,73420001
73420005,00002935/21,3,Нет отопления по стоякам в комнатах. На кухне стояк еле теплый.,"ПАО ""МОЭК"" ",ООО «УК БЕСКУДНИКОВСКИЙ»,Обычная,1,2021-01-01 13:04,2021-01-01 17:11,,,2544,73420005
73420011,00002936/21,10,"На 1 этаже,  ковш переполнен",Мастерский участок №2 (Вешняки),ГБУ «ЖИЛИЩНИК РАЙОНА ВЕШНЯКИ»,Обычная,1,2021-01-01 13:04,2021-01-01 13:55,,,2545,73420011
73420012,00002937/21,11,вдоль всего дома_ 8 нужно очистить от наледи посыпать реагентами,Мастерский участок № 1 (Южное Бутово),ООО «ПИК-КОМФОРТ»,Обычная,1,2021-01-01 13:05,2021-01-01 13:05,,,2546,73420012
73420015,00002938/21,2,"в кране ГВС нет воды, и отопление трубы холодные.",,ООО «СЕВЕР-СТРОЙ»,Обычная,1,2021-01-01 13:05,2021-01-01 13:33,,,2547,73420015
73420016,00002939/21,4,"На 2_этаже в приквартирном холле заменить 1_лампу(ы), на лестнице заменить 1_лампу(ы).",Мастерский участок №2 (Гольяново),ГБУ «ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО»,Обычная,1,2021-01-01 13:05,2021-01-01 15:14,,,2531,73420016
73420021,00002940/21,11,"Крыльцо, ступеньки, дорожка к крыльцу очистить от наледи и посыпать реагентами.",Отдел  благоустройства (Ростокино),ГБУ «ЖИЛИЩНИК РАЙОНА РОСТОКИНО»,Обычная,2,2021-01-01 13:05,2021-01-01 14:21,,,2537,73420021
73420022,00002941/21,11,"плохо очистить от наледи тротуар, посыпать реагентами",Мастерский участок № 1 (Царицыно),ГБУ «ЖИЛИЩНИК РАЙОНА ЦАРИЦЫНО»,Обычная,1,2021-01-01 13:05,2021-01-01 13:05,,,304,73420022
73420023,00002942/21,11,Не залит каток,ОДС №1-Некрасовка,ГБУ «ЖИЛИЩНИК РАЙОНА НЕКРАСОВКА»,Обычная,1,2021-01-01 13:05,2021-01-01 13:30,,,2548,73420023
73420026,00002943/21,2,В квартире заявителя.,ООО «РЭУ-29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО»,ЖСК «УФА»,Аварийная,3,2021-01-01 13:05,2021-01-01 14:49,,,2549,73420026
73420030,00002944/21,4,на 7 этаже заменить 1 лампу около электрощитка . Мигает,Мастерский участок № 19 (Орехово-Борисово Южное),ГБУ «ЖИЛИЩНИК РАЙОНА ОРЕХОВО-БОРИСОВО ЮЖНОЕ»,Обычная,4,2021-01-01 13:05,2021-01-01 15:02,,,2550,73420030
73420031,00002945/21,2,"около 1 подъезда слышен  шум льющейся воды , в подъезде влажно , дверь закрыта",ОАО «РЭУ 21 РАЙОНА ИЗМАЙЛОВО»,ОАО «РЭУ 21 РАЙОНА ИЗМАЙЛОВО»,Аварийная,1,2021-01-01 13:05,2021-01-01 13:07,,,2551,73420031
73420036,00002946/21,11,Гололёд везде!!! Оставляла заявку час назад. Ничего не предпринято. Диспетчер заявки закрывает хотя работа не выполнена.,Отдел благоустройства (Бирюлево Западное),ГБУ «ЖИЛИЩНИК РАЙОНА БИРЮЛЕВО ЗАПАДНОЕ»,Обычная,1,2021-01-01 13:05,2021-01-01 13:07,,,1675,73420036
73420043,00002947/21,9,"Единственный  лифт доезжает  до 9 эт.и стоит, дверь перекошена, необходимо  нажать на кнопки любого эт., чтобы лифт  пришел в движение.",АО «МОСЛИФТ»,ГБУ «ЖИЛИЩНИК РАЙОНА ЧЕРТАНОВО СЕВЕРНОЕ»,Обычная,2,2021-01-01 13:05,2021-01-01 14:56,,,2552,73420043
73420045,00002948/21,11,"Невозможно выйти из подъезда, необходимо сбить лед и посыпать реагентами.",,ГБУ «ЖИЛИЩНИК РАЙОНА ЮЖНОПОРТОВЫЙ»,Обычная,1,2021-01-01 13:05,2021-01-01 13:14,,,2553,73420045
73420049,00002949/21,2,"Кухня течь с потолка и по стенам течь от соседей., течь продолжается",Мастерский участок № 3 (Зюзино),ГБУ «ЖИЛИЩНИК РАЙОНА ЗЮЗИНО»,Обычная,2,2021-01-01 13:05,2021-01-01 13:20,,,2554,73420049
73420063,00002950/21,10,Весь лифт в рвотных массах,Эксплуатационный участок № 3 (Филёвский Парк),ГБУ «ЖИЛИЩНИК РАЙОНА ФИЛЕВСКИЙ ПАРК»,Обычная,1,2021-01-01 13:05,2021-01-01 14:03,,,2555,73420063
73420076,00002951/21,3,Во всем доме нет отопления у всех холодные батареи весь дом 66 отключили от отопления 2,ООО «СЕВЕР-СТРОЙ»,ООО «СЕВЕР-СТРОЙ»,Обычная,1,2021-01-01 13:06,2021-01-01 14:05,,,2556,73420076
73420082,00002952/21,11,Везде каток!!! Ничего не делается!!!,Отдел благоустройства (Бирюлево Западное),ГБУ «ЖИЛИЩНИК РАЙОНА БИРЮЛЕВО ЗАПАДНОЕ»,Обычная,1,2021-01-01 13:06,2021-01-01 13:07,,,1675,73420082
73420084,00002953/21,1,На кухне в раковине вода медленно уходит.,Мастерский участок № 4 (Академический),ГБУ «ЖИЛИЩНИК РАЙОНА АКАДЕМИЧЕСКИЙ»,Обычная,1,2021-01-01 13:06,2021-01-01 13:56,,,2557,73420084
